qid,category,expected,question,condition,answer,outcome,refused,refusal_reason,nearest_distance,sources,total_s,behaved_correctly,answer_correct,error
B01,out_of_corpus,refuse,What is the capital of Brazil?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6208,,0.025,True,n/a,
B02,out_of_corpus,refuse,Who won the 2018 FIFA World Cup?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6328,,0.025,True,n/a,
B03,out_of_corpus,refuse,What is the boiling point of water in Fahrenheit?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7144,,0.028,True,n/a,
B04,out_of_corpus,refuse,How tall is Mount Kilimanjaro?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7434,,0.025,True,n/a,
B05,out_of_corpus,refuse,What year was the Eiffel Tower completed?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6761,,0.023,True,n/a,
B06,out_of_corpus,refuse,What is the currency of Japan?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5915,,0.016,True,n/a,
B07,out_of_corpus,refuse,Who wrote the novel Wuthering Heights?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6593,,0.025,True,n/a,
B08,out_of_corpus,refuse,What is the chemical symbol for tungsten?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7068,,0.018,True,n/a,
B09,out_of_corpus,refuse,How many time zones does Russia have?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6543,,0.017,True,n/a,
B10,out_of_corpus,refuse,What is the population of Singapore?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7008,,0.018,True,n/a,
B11,out_of_corpus,refuse,Who is the chief executive of OpenAI?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.76,,0.018,True,n/a,
B12,out_of_corpus,refuse,What is the world record for the men's 100 metre sprint?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7033,,0.017,True,n/a,
C03,related_unanswerable,refuse,How many parameters does GPT-4 have?,Threshold on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6964,,0.019,True,n/a,
C04,related_unanswerable,refuse,Which Python library should I use to implement a CKY parser?,Threshold on,The provided documents do not contain this information.,refused,True,model_judgement,0.4668,"course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk4.1.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk7.2.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf; course-reading-wk2.1.pdf",2.188,True,n/a,
C05,related_unanswerable,refuse,What learning rate should I use when training a deep learning language model?,Threshold on,The provided documents do not contain this information.,refused,True,model_judgement,0.4919,"course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk6.1.pdf; course-reading-wk2.2.pdf; course-reading-wk2.2.pdf; course-reading-wk6.1.pdf; course-reading-wk8.1.pdf; course-reading-wk8.3.pdf; course-reading-wk8.4.pdf",2.357,True,n/a,
