qid,is_impossible,question,gold,prediction,outcome,refused,refusal_reason,top_distance,em,f1
5acf9dfb77cf76001a68555a,True,In what did the President re-emphasize athletics at the university?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6045,1.0,1.0
5a89117e19b91f001a626f30,True,A number larger than -3 can be represented as a product of what?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6393,1.0,1.0
5728ebcb3acd2414000e01dc,False,Which reason is given sometimes to plead not guilty involving these matters?,"Guilt implies wrong-doing | Guilt implies wrong-doing | guilty of doing no wrong | Guilt implies wrong-doing | I may have violated some specific laws, but I am guilty of doing no wrong | I may have violated some specific laws, but I am guilty of doing no wrong","A plea of no contest is sometimes regarded as a compromise between the two (pleading guilty and pleading not guilty), and one defendant accused of illegally protesting nuclear power stated ""I plead for the beauty that surrounds us""; this is known as a ""creative plea,"" and will usually be interpreted",answered,False,,0.3502,0.0,0.1231
5733db8dd058e614000b642a,False,How did Celeron handle business on trip?,"British merchants or fur-traders, Céloron informed them of the French claims on the territory and told them to leave. | told them to leave | Whenever he encountered British merchants or fur-traders, Céloron informed them of the French claims on the territory and told them to leave. | buried lead plates | Whenever he encountered British merchants or fur-traders, Céloron informed them of the French claims on the territory and told them to leave",The provided documents do not contain this information.,refused,True,retrieval_distance,0.589,0.0,0.0
5ad56c6b5b96ef001a10ae6f,True,What implication can not be derived for P and NP is P and co-NP are established to be unequal?,,"The provided context does not explicitly state the question's scenario, but it implies a relationship between P, NP, and co-NP. However, based on the given information, if we assume that P and co-NP are established to be unequal, then according to the context:  It has been shown that if these two co",answered,False,,0.3299,0.0,0.0
5737aafd1c456719005744fd,False,What is a very seldom used unit of mass in the metric system?,slug | metric slug | metric slug | metric slug | the metric slug,The metric slug (sometimes mug or hyl) is that mass that accelerates at 1 m·s−2 when subjected to a force of 1 kgf.,answered,False,,0.3392,0.0,0.1739
5a0c6c78f5590b0018dab403,True,What was higher during the LGM than the present?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.799,1.0,1.0
5ad15a11645df0001a2d1858,True,Who does not have the right to set up an enterprise without unjustified restrictions?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3948,1.0,1.0
5a55319c134fea001a0e19bd,True,Why was OC-12c considered a substantial engineering feat? ,,"The provided context does not explicitly state why OC-12c was considered a substantial engineering feat, but it implies that it was due to its speed (622 Mbit/s) and the fact that it was part of an all OC-12c backbone. However, without further information, we can only make an educated guess.  A more",refused,True,model_judgement,0.4853,1.0,1.0
5a5915cd3e1742001a15cf75,True,What are used in non-typical investigations?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5891,1.0,1.0
5acfa18177cf76001a6855f8,True,What has the university held since 1963 where large teams find items from a list?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6061,1.0,1.0
5a8949463b2508001a72a5a4,True,In what type of ring can prime ideals be used for validating number theory?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3815,1.0,1.0
5727cd0f4b864d1900163d72,False,How much more land does the school own in Allston than Cambridge?,approximately fifty percent | fifty percent | fifty percent more,Approximately fifty percent more.,answered,False,,0.3221,0.0,0.8571
5ad40219604f3c001a3ffd48,True, Who defended Kublai Khan's right to succeed Mongke Khan?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3159,1.0,1.0
5725f7cd38643c19005acf23,False,what was Fresno's population in 2010?,"494,665 | 494,665 | 494,665","Fresno had a population of 494,665 in 2010.",answered,False,,0.1429,0.0,0.25
5737432bc3c5551400e51e9c,False,What law connects relative velocities with inertia?,Newton's First | first law | Newton's First Law | First Law | Newton's First Law,Newton's First Law directly connects inertia with the concept of relative velocities.,answered,False,,0.357,0.0,0.4286
5a580ab1770dc0001aeeff78,True,Where is cross-polarized light identified by petrologists?,,The provided documents do not contain this information.,refused,True,model_judgement,0.5102,1.0,1.0
5ad01a6277cf76001a686a0f,True,What does CSA stand for?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.9116,1.0,1.0
57115bf350c2381900b54a93,False,What modern company has been notably working on a steam engine using modern materials?,Energiprojekt AB | Energiprojekt AB | Energiprojekt AB,Energiprojekt AB in Sweden.,answered,False,,0.4687,0.0,0.6667
5ad26586d7d075001a4291b3,True,In what year was the Huguenot Society for America founded?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3592,1.0,1.0
5725f2c838643c19005aceee,False,How many total acres is Woodward Park?,300 acres | 300 | 300,The initial 235 acres combined with additional acres acquired later by the City brings the park to a sizable 300 acres.,answered,False,,0.2457,0.0,0.2105
573081c2069b531400832135,False,"Who suggested that imperialism was the ""highest"" form of capitalism?",Lenin | Lenin | Lenin,"Lenin suggested that imperialism was the ""highest"" form of capitalism.",answered,False,,0.325,0.0,0.2
5730aa52069b531400832221,False,By when did most of France's Colonies gain independence?,1960 | 1960 | 1960 | 1960 | 1960,By 1960.,answered,False,,0.2174,0.0,0.6667
5ad3de8b604f3c001a3ff469,True,Who ruined Alexius Komnenos plans for an independent state?,,Roussel de Bailleul,answered,False,,0.4567,0.0,0.0
5ad40397604f3c001a3ffd83,True, What kinds of growth did Kublai discourage?,,The provided documents do not contain this information.,refused,True,model_judgement,0.5173,1.0,1.0
5a0c6d26f5590b0018dab40d,True,How much dust is blown into the sonar every year,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5551,1.0,1.0
572754fff1498d1400e8f662,False,What are some existing facilities?,"electrical, water, sewage, phone, and cable facilities | electrical, water, sewage, phone, and cable | electrical, water, sewage, phone, and cable facilities",The provided documents do not contain this information.,refused,True,retrieval_distance,0.7265,0.0,0.0
5726e313f1498d1400e8eeb3,False,In what form are most hospital medications?,"unit-dose, or a single dose of medicine | unit-dose | unit-dose, or a single dose of medicine","Unit-dose, or a single dose of medicine.",answered,False,,0.3797,1.0,1.0
5a0c9275f5590b0018dab46c,True,The Amazon forest stores what percentage of the world's carbon dioxide,,"The provided documents do not contain this information.  However, it does mention that the Amazonian forests are estimated to have accumulated ""of the order of 1.1 × 1011 metric tonnes of carbon"" and also mentions that they account for about 10% of the world's terrestrial primary productivity and 10",hedged,False,,0.2458,0.0,0.0
57286192ff5b5019007da1dc,False,When did Khan establish the Great Yuan?,1271 | 1271 | 1271,"In 1271, Kublai Khan imposed the name Great Yuan (Chinese: 大元; pinyin: Dà Yuán; Wade–Giles: Ta-Yüan), establishing the Yuan dynasty.",answered,False,,0.2324,0.0,0.1053
5a7b44ae21c2de001afe9e21,True,State Route 168 is called the Sierra Freeway and what other two names?,,The provided documents do not contain this information.,refused,True,model_judgement,0.4389,1.0,1.0
572867d72ca10214002da2ff,False,Where did Korea border Kublai's territory?,northeast | northeast | the northeast,The northeast.,answered,False,,0.3619,1.0,1.0
57379829c3c5551400e51f40,False,How many times less is the strenght of the weak field compared to the strong?,1013 | 1013 | 1013 | 1013,The strength of the weak force is 1013 times less than that of the strong force.,answered,False,,0.4437,0.0,0.1429
5a7b485921c2de001afe9e55,True,What mainlines head west and south from the city?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.719,1.0,1.0
5acfea9277cf76001a68648c,True,Secular Arab nationalism was blamed for both the success of Arab troops as well as what type of stagnation?,,The provided documents do not contain this information.,refused,True,model_judgement,0.2184,1.0,1.0
5ad0301577cf76001a686db6,True, Humans in tropical environments were not considered what?,,"Humans in tropical environments were seen as ""less civilized"".",answered,False,,0.4773,0.0,0.0
5a679cc7f038b7001ab0c348,True,What does poor academic achievement lead to according to critics?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5797,1.0,1.0
57309564069b5314008321a8,False,What grew on a global scale as a result of imperialism?,the world's economy | economy | economy | world's economy | world's economy,The world's economy grew significantly and became much more interconnected in the decades before World War I.,answered,False,,0.3958,0.0,0.2353
5737a84dc3c5551400e51f5a,False,Why are some forces due to that are impossible to model?,gradient of potentials | macrophysical considerations that yield forces as arising from a macroscopic statistical average of microstates | gradient of potentials. | gradient of potentials,"The provided context does not explicitly state why some forces are impossible to model. However, it mentions that this is often due to ""macrophysical considerations"" and the fact that these forces arise from a macroscopic statistical average of microstates.   A more accurate answer would be: The pro",hedged,False,,0.4238,0.0,0.2444
5ad265efd7d075001a4291d0,True,What damage was caused by breathing pure O in space applications?,,The provided documents do not contain this information.,refused,True,model_judgement,0.2888,1.0,1.0
5a6647d2c2b11c001a425f1d,True,Who wrote that its difficult to formulate a definition of grammatical niceties?,,LeGrande.,answered,False,,0.5136,0.0,0.0
5ad40b87604f3c001a400008,True, Who was Ogedei's husband?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.638,1.0,1.0
5ad14573645df0001a2d14b4,True,What is not stated in Article 5 of the EC Treaty?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3717,1.0,1.0
5ad2b72fd7d075001a42a026,True,What was the name of the war that the Archduke Sigismund of Austria started?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6399,1.0,1.0
571c96095efbb31900334dbe,False,How much oxygen is found is a liter of fresh water under normal conditions?,6.04 milliliters | 6.04 milliliters | 6.04 milliliters | 6.04 milliliters | 6.04 milliliters,About 6.04 milliliters (mL) of oxygen per liter.,answered,False,,0.3028,0.0,0.4
5725bcb6271a42140099d0eb,False,Why did OPEC raise the price of oil to $5.11?,In response to American aid to Israel | In response to American aid to Israel | In response to American aid to Israel | In response to American aid to Israel | American aid to Israel,"In response to American aid to Israel, on October 16, 1973, OPEC raised the posted price of oil by 70%, to $5.11 a barrel.",answered,False,,0.3354,0.0,0.4828
5a38b29da4b263001a8c18a8,True,What did various countries request of Congress?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7237,1.0,1.0
57094b4f9928a814004714f6,False,What consortium was BSkyB excluded from?,ONdigital | ONdigital | ONdigital,The ONdigital consortium.,answered,False,,0.4625,0.0,0.6667
572fc6f204bcaa1900d76cf5,False,Where is much of the work of the Scottish Parliament done?,committee | committee | in committee,In committee.,answered,False,,0.3343,1.0,1.0
5ad3a3fc604f3c001a3fea79,True,What tribes weren't in Father Le Loutre's War?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3817,1.0,1.0
57300137b2c2fd140056871a,False,Where did Maududi exert the most impact?,through his writing | writing | writing,Through his writing.,answered,False,,0.4824,1.0,1.0
5a2ebaada83784001a7d2441,True,What was one of the countries that had isolated alpine villages?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.637,1.0,1.0
5a58feb63e1742001a15cf30,True,Why is the theory of evolution so complex?,,The provided documents do not contain this information.,refused,True,model_judgement,0.5206,1.0,1.0
571ccfbadd7acb1400e4c167,False,What is the source of oxygen production through electrocatalytic means?,oxides and oxoacids | oxides and oxoacids | oxides and oxoacids | oxides and oxoacids | oxides and oxoacids,The provided documents do not contain this information.,refused,True,model_judgement,0.3408,0.0,0.0
5ad4da795b96ef001a10a3e9,True,What fortification was build in the 18th century after the defeat of the November Uprising?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5818,1.0,1.0
5a550f98134fea001a0e189c,True,How many different network technologies where there before 1973?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5571,1.0,1.0
5ad26d27d7d075001a4293c1,True,Where is the border of Bavaria?,,The provided documents do not contain this information.,refused,True,model_judgement,0.482,1.0,1.0
5a669a2cf038b7001ab0c044,True,What began operation in 1982?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7638,1.0,1.0
5ad25c56d7d075001a428e9b,True,Why does a higher level of economic growth occur due to high-end consumption?,,The provided documents do not contain this information.,refused,True,model_judgement,0.5243,1.0,1.0
5a82325231013a001a3352b9,True,"What did families with incomes below $38,000 pay for tuition in 2009?",,The provided documents do not contain this information.,refused,True,model_judgement,0.2613,1.0,1.0
572863c72ca10214002da2d4,False,Which tribes did Genghis Khan unite?,Mongol and Turkic tribes | Mongol and Turkic tribes | the Mongol and Turkic tribes,The Mongol and Turkic tribes of the steppes.,answered,False,,0.3655,0.0,0.8
5ad532575b96ef001a10ab7f,True,What unit is measured to determine circuit simplicity?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6109,1.0,1.0
5ad4faa45b96ef001a10a85b,True,How many items is the Zbigniew Library home to?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6391,1.0,1.0
5733f1784776f41900661575,False,How many men did Duquesne send to relieve  Saint-Pierre ?,"Contrecœur led 500 men south from Fort Venango on April 5, 1754 | 40 | 40 | additional French forces | 40 men",The provided documents do not contain this information.,refused,True,model_judgement,0.4527,0.0,0.0
572667e2f1498d1400e8de90,False,"What foreign bodies, which are older than the rocks themselves, occur igneous rocks?",xenoliths | xenoliths | inclusions | xenoliths,Xenoliths.,answered,False,,0.3544,1.0,1.0
572978f91d046914007794d6,False,Who demonstrated how to create a perfect number from a Mersenne prime?,Euclid | Euclid | Euclid | Euclid | Euclid,Euclid also showed how to construct a perfect number from a Mersenne prime.,answered,False,,0.2454,0.0,0.1667
5ad2434fd7d075001a4289da,True,What do the top 400 richest Americans have less of than half of all Americans combined?,,The provided documents do not contain this information.,refused,True,model_judgement,0.2493,1.0,1.0
571c3a685efbb31900334db3,False,Of what group in the periodic table is oxygen a member?,chalcogen | chalcogen | chalcogen | chalcogen | the chalcogen group,Oxygen is a member of the chalcogen group on the periodic table.,answered,False,,0.2885,0.0,0.3636
57268f05dd62a815002e8992,False,"Which genus is considered the ""aunt"" of ctenophores?",Stromatoveris | Stromatoveris | Stromatoveris,"Stromatoveris is considered the ""aunt"" of ctenophores.",answered,False,,0.3793,0.0,0.2857
57287c2bff5b5019007da26d,False,"According to the wealth concentration theory, what advantage do the wealthy have in accumulating new wealth?",means to invest | the means to invest in new sources of creating wealth or to otherwise leverage the accumulation of wealth | means to invest in new sources of creating wealth,"According to the wealth concentration theory, those who already hold wealth have the means to invest in new sources of creating wealth or to otherwise leverage the accumulation of wealth, thus are the beneficiaries of the new wealth.",answered,False,,0.1871,0.0,0.6531
5725b81b271a42140099d098,False,How many square kilometers of rainforest is covered in the basin?,"5,500,000 square kilometres (2,100,000 sq mi) are covered by the rainforest. | 5,500,000 | 5,500,000","5,500,000 square kilometres (2,100,000 sq mi) are covered by the rainforest.",answered,False,,0.3955,1.0,1.0
5ad24840d7d075001a428b60,True,What are those with lower incomes more likely to have in order to prepare for the future?,,The provided documents do not contain this information.,refused,True,model_judgement,0.4613,1.0,1.0
5a25c41def59cd001a623cd8,True,What is the trend in skills among architects?,,The provided documents do not contain this information.,refused,True,model_judgement,0.4526,1.0,1.0
5ad40397604f3c001a3ffd85,True, Where did the Grand Canal not begin?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.655,1.0,1.0
572a064a3f37b3190047865f,False,Indigenous territories are largely being destroyed in what two ways?,deforestation and ecocide | deforestation and ecocide | deforestation and ecocide,Deforestation and ecocide.,answered,False,,0.3127,1.0,1.0
5726fa525951b619008f83f7,False,What are the two symbols that signify pharmacy in English-speaking countries?,the mortar and pestle and the ℞ (recipere) character | mortar and pestle and the ℞ (recipere) character | the mortar and pestle and the ℞ (recipere) character,"The two symbols most commonly associated with pharmacy in English-speaking countries are the mortar and pestle and the ℞ (recipere) character, which is often written as ""Rx"" in typed text.",answered,False,,0.2395,0.0,0.4118
57264cfa708984140094c1c4,False,Combs are called what?,"also called ""ctenes"" or ""comb plates | ""ctenes"" or ""comb plates"" | ctenes","Combs are also called ""ctenes"" or ""comb plates"".",answered,False,,0.434,0.0,0.8571
5ad28253d7d075001a429832,True,Where does the Upper Rhine flow through?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3699,1.0,1.0
5a8943753b2508001a72a573,True,What is the logic behind the cicadas outbreak?,,"The logic behind the cicadas' 13- and 17-year life cycle, which results in outbreaks at prime-numbered intervals, is that this makes it very difficult for predators to evolve that could specialize as predators on Magicicadas.",answered,False,,0.445,0.0,0.0
5ad025df77cf76001a686ba5,True,What percentage of the non-eligible voting population did not vote?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3421,1.0,1.0
5725d52f89a1e219009abf78,False,Packet Switching contrast with what other principal ,circuit switching | circuit switching | circuit switching,Packet Switching contrasts with circuit switching.,answered,False,,0.3356,0.0,0.5
5ad24f27d7d075001a428c88,True,In what year did Frederick William of Prussia become the Great Elector?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.628,1.0,1.0
5a5504e1134fea001a0e17f8,True,In the late 1950s what concept was developed?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6446,1.0,1.0
5ad24e85d7d075001a428c50,True,What country was very well known for offering a Protestant education?,,The provided documents do not contain this information.,refused,True,model_judgement,0.5072,1.0,1.0
5725f6e138643c19005acf1c,False,What is the most snow Fresno has ever had?,2.2 inches | 2.2 inches (0.06 m) | 2.2 inches,The provided documents do not contain this information.,refused,True,model_judgement,0.4154,0.0,0.0
5a66893ff038b7001ab0bf77,True,What do people pleading no contest believe about defending themselves?,,The provided documents do not contain this information.,refused,True,model_judgement,0.4577,1.0,1.0
5727d0f73acd2414000ded13,False,When was the divestment from South Africa movement? ,late 1980s | late 1980s | 1980s,The divestment from South Africa movement occurred in the late 1980s.,answered,False,,0.4431,0.0,0.3636
572864542ca10214002da2df,False,The Maroons compete in what league division?,NCAA's Division III | NCAA's Division III,The NCAA's Division III.,answered,False,,0.4781,1.0,1.0
5a3e40d1378766001a002520,True,Which report depicted lesser temperature variations?,,The first assessment report depicted larger global temperature variations over the past 1000 years compared to the graph extended from the IPCC Second Assessment Report of 1995.,answered,False,,0.315,0.0,0.0
572ff430a23a5019007fcbaa,False,What is the region called that is the largest conurbation of the Rhine?,Rhine-Ruhr | Rhine-Ruhr | Rhine-Ruhr region,The Rhine-Ruhr region.,answered,False,,0.33,1.0,1.0
5ad24d2ad7d075001a428c1e,True,In what year did Louis XIV die?,,The provided documents do not contain this information.,refused,True,model_judgement,0.4745,1.0,1.0
572695285951b619008f774b,False,Which TFEU article defines the ordinary legislative procedure that applies for majority of EU acts?,TFEU article 294 | TFEU article 294 | TFEU article 294 | TFEU article 294,"TFEU article 294 defines the ""ordinary legislative procedure"" that applies for most EU acts.",answered,False,,0.2234,0.0,0.375
5a63730568151a001a9222df,True,What is the upper level of the Australian House of Representatives called?,,"The provided documents do not contain this information.  (Note: The context actually refers to the Parliament of Victoria, but does not mention the Australian House of Representatives. It mentions that Victoria has 37 seats in the Australian House of Representatives, but it does not provide a name f",hedged,False,,0.4259,0.0,0.0
57111ab8a58dae1900cd6c3d,False,Which areas of Northern Europe practiced those religions?,Germany and Scandinavia | Germany and Scandinavia | Germany and Scandinavia,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6207,0.0,0.0
5729f0db6aef051400155126,False,The Amazon region is home to how many species of insect?,2.5 million | about 2.5 million | 2.5 million,The Amazon region is home to about 2.5 million insect species.,answered,False,,0.2501,0.0,0.4615
5ad3a27c604f3c001a3fea32,True,When was Queen George's war?,,The provided documents do not contain this information.,refused,True,model_judgement,0.386,1.0,1.0
572991943f37b319004784a2,False,What is a twin prime?,pairs of primes with difference 2 | pairs of primes with difference 2 | pairs of primes with difference 2 | pairs of primes with difference 2,Pairs of primes with difference 2.,answered,False,,0.4506,1.0,1.0
5ad4f7df5b96ef001a10a7fd,True,What did the license to build this type of car expire in 1995?,,The provided documents do not contain this information.,refused,True,model_judgement,0.5283,1.0,1.0
5ad10e0f645df0001a2d0b75,True,What is the lowest court in the European Union?,,The provided documents do not contain this information.,refused,True,model_judgement,0.4017,1.0,1.0
5710eb6fb654c5140001fa19,False,Which Spanish officer established the settlement at St. Augustine?,Pedro Menéndez de Avilés | Pedro Menéndez de Avilés | Pedro Menéndez de Avilés,Pedro Menéndez de Avilés.,answered,False,,0.3647,1.0,1.0
570d529fb3d812140066d6bc,False,"Besides cultural events, what other tourist attraction does Victoria have?",sports | sports tourism | sports,Sports tourism.,answered,False,,0.2547,1.0,1.0
5a669a2cf038b7001ab0c048,True,NSF was a major milestone for what?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5879,1.0,1.0
5ad146c0645df0001a2d1507,True,What must the adoption of laws which will not have legal effect in the EU have?,,The provided documents do not contain this information.,refused,True,model_judgement,0.2416,1.0,1.0
5729e6313f37b319004785a9,False,During what period the drainage basin of the Amazon likely split?,the mid-Eocene | the mid-Eocene | mid-Eocene,The mid-Eocene.,answered,False,,0.2539,1.0,1.0
5ad0421177cf76001a686f17,True,What city is in the Greater Bay Region?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.725,1.0,1.0
57263eaa38643c19005ad373,False,What does ctenophora rely on for digestion and respiration?,water flow through the body cavity | κτείς kteis 'comb' and φέρω pherō 'carry' | water flow through the body cavity,Water flow through the body cavity.,answered,False,,0.4375,1.0,1.0
5737a0acc3c5551400e51f4a,False,What may a force on one part of an object affect?,other parts | other parts of an object | other parts of an object | other parts of an object,Other parts of an object.,answered,False,,0.3704,1.0,1.0
5729fb003f37b31900478628,False,"As a person gets older, what does the skin produce less of?",vitamin D | vitamin D | vitamin D.,Vitamin D via UVB radiation.,answered,False,,0.3704,0.0,0.5714
57299a6f6aef051400155018,False,What does it mean for a knot to be considered indecomposable?,it cannot be written as the knot sum of two nontrivial knots | cannot be written as the knot sum of two nontrivial knots | cannot be written as the knot sum of two nontrivial knots | it cannot be written as the knot sum of two nontrivial knots,"According to the context, a knot is considered indecomposable if it cannot be written as the knot sum of two nontrivial knots.",answered,False,,0.4544,0.0,0.7333
572fe288a23a5019007fcadb,False,How was the Dutch name for the Rhine originally spelled? ,Rhijn | Rhijn | Rhijn | Rhijn | Rhijn,"The Dutch name for the Rhine was originally spelled ""Rhijn"".",answered,False,,0.3253,0.0,0.2222
572f567cb2c2fd1400568041,False,Where does the Rhine river's measurement begin?,Old Rhine Bridge at Constance | Old Rhine Bridge at Constance | the Old Rhine Bridge at Constance | Old Rhine Bridge at Constance | Old Rhine Bridge,"The ""Old Rhine Bridge at Constance"" is where the Rhine river's measurement begins, specifically at 0 km.",answered,False,,0.2487,0.0,0.5
57293d116aef051400154bc8,False,What does the IPCC not do?,does not carry out research nor does it monitor climate related data | research | carry out research nor does it monitor climate related data,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5352,0.0,0.0
5a89464f3b2508001a72a58f,True,What is one example of unique rational primes?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3932,1.0,1.0
572847dd4b864d19001648be,False,How many inhabitants did Betty Meggers believe could occupy each square kilometre of the Amazon?,0.2 | 0.2 | 0.2,"According to the context, Betty Meggers believed that a population density of 0.2 inhabitants per square kilometre (0.52/sq mi) is the maximum that can be sustained in the rainforest through hunting.",answered,False,,0.3748,0.0,0.0714
5ad3b6d8604f3c001a3fedfc,True,Who refused to act until Loudoun disapproved plans?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6846,1.0,1.0
57096505ed30961900e84086,False,When are the new Sky Q products going to be available?,2016 | in 2016 | 2016,"According to the context, the new Sky Q products are going to be available in 2016.",answered,False,,0.2393,0.0,0.25
5a6cef5a4eec6b001a80a6fd,True,Who can't pay Australian pharmacists for doing Home Medicines Reviews?,,The provided documents do not contain this information.,refused,True,model_judgement,0.2812,1.0,1.0
5a667f50846392001a1e1c6a,True,Who did Davies tell about Baran's work?,,A person from the Ministry of Defence (MoD).,answered,False,,0.5038,0.0,0.0
5a823a7731013a001a33530d,True,How old is the NCAA Division I Ivy League competition?,,The provided documents do not contain this information.,refused,True,model_judgement,0.4123,1.0,1.0
57377083c3c5551400e51ee2,False,Objects of constant density are proportional to volume by what force to define standard weights?.,gravity | gravity | the force of gravity | force of gravity | the force of gravity,The force of gravity.,answered,False,,0.4178,1.0,1.0
5729e2316aef0514001550c7,False,Which nation contains the majority of the amazon forest?,Brazil | Brazil | Brazil,"Brazil. The majority of the forest is contained within Brazil, with 60% of the rainforest...",answered,False,,0.1817,0.0,0.1538
5a57fb62770dc0001aeeff12,True,What happens because younger rock is deeper?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3547,1.0,1.0
5a81f84e31013a001a33500b,True,What university was John of London an alum of?,,The provided documents do not contain this information.,refused,True,model_judgement,0.5266,1.0,1.0
5a6ce2ec4eec6b001a80a676,True,Where are no hospital pharmacies located?,,The provided documents do not contain this information.,refused,True,model_judgement,0.263,1.0,1.0
5ad570b25b96ef001a10aede,True,What seminal paper was written by Juris Hartmanis and Richard Stearns in 1975?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5695,1.0,1.0
5727c8863acd2414000dec4b,False,Along what geographic feature are nine residential houses located?,Charles River | Charles River | Charles River,Along or near the Charles River.,answered,False,,0.495,0.0,0.5714
57096f37200fba1400367fe6,False,what is the fee range for accessing BSkyB's EPG?,"£15–100,000 | £15–100,000 | £15–100,000","£15–100,000.",answered,False,,0.2359,1.0,1.0
57263eaa38643c19005ad375,False,Where do ctenophora live?,marine waters | marine waters worldwide | marine waters,Ctenophora live in marine waters worldwide.,answered,False,,0.483,0.0,0.6667
5711488ab654c5140001fc41,False,"Along with admission, exhaust and compression, what is an event in the engine cycle?",expansion | expansion | expansion,Expansion.,answered,False,,0.3973,1.0,1.0
57108198b654c5140001f937,False,How many protestants live in France today?,one million | Approximately one million | Approximately one million,Approximately one million Protestants live in modern France.,answered,False,,0.3459,0.0,0.5455
5ad25553d7d075001a428d34,True,Where have Genesis geologists measured oxygen isotopes?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3354,1.0,1.0
572fe53104bcaa1900d76e6c,False,What was diverted and now flows parallel to the Rhine?,Dornbirner Ach | Dornbirner Ach | The Dornbirner Ach | Dornbirner Ach,"The Dornbirner Ach had to be diverted, too, and it now flows parallel to the canalized Rhine into the lake.",answered,False,,0.2783,0.0,0.2105
56e1efa0e3433e140042321d,False,What implication can be derived for P and NP if P and co-NP are established to be unequal?,P is not equal to NP | not equal | P is not equal to NP,"It has been shown that if P and co-NP are not equal, then P is not equal to NP.",answered,False,,0.3491,0.0,0.48
5ad14966645df0001a2d1584,True,What did the European Court of Justice not recognize?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3508,1.0,1.0
5a8945a43b2508001a72a584,True,"What is the name of an integer in which addition, subtraction, and multiplication are defined?",,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5675,1.0,1.0
57097d63ed30961900e84200,False,What were high court proceedings being held about?,basic channels | the carriage of their respective basic channels | carriage of their respective basic channels,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6423,0.0,0.0
5730bd00069b5314008322d7,False,What was the capital of the Ottoman empire?,Istanbul | Istanbul | Istanbul | Istanbul | Istanbul,Istanbul.,answered,False,,0.3786,1.0,1.0
5ad2594ed7d075001a428dfc,True,What profession doesn't Simon Kuznets have?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.66,1.0,1.0
57303048947a6a140053d256,False,Who called for an agency to be created to be solely focused at undermining the Islamism ideology?,Christian Whiton | George W. Bush | Christian Whiton,"Christian Whiton, an official in the George W. Bush administration, called for a new agency focused on the nonviolent practice of ""political warfare"" aimed at undermining the ideology.",answered,False,,0.3951,0.0,0.2308
5a82370631013a001a3352e2,True,How many museums does the Busch-Reisinger Museum comprise?,,The provided documents do not contain this information.,refused,True,model_judgement,0.4429,1.0,1.0
56e1e9dfe3433e14004231fc,False,What is the problem attributed to defining if two finite graphs are isomorphic?,The graph isomorphism problem | graph isomorphism | The graph isomorphism problem,The graph isomorphism problem.,answered,False,,0.2064,1.0,1.0
5ad508665b96ef001a10aa69,True,What was Maria Wola the first female recipient of?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6224,1.0,1.0
5a67a5d9f038b7001ab0c3e0,True,When did the Philippines start teaching English at the primary level in public school?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5321,1.0,1.0
