qid,category,expected,question,condition,answer,outcome,refused,refusal_reason,nearest_distance,sources,total_s,behaved_correctly,answer_correct,error
A09,answerable,answer,How does the fastText subword model represent a word?,RAG on,The fastText subword model represents a word as the sum of its subword vectors.,answered,False,,0.2446,subword-embedding.pdf; subword-embedding.pdf; subword-embedding.pdf; subword-embedding.pdf; subword-embedding.pdf; Word2Vec - Wikipedia.pdf; subword-embedding.pdf; subword-embedding.pdf; Word2Vec - Wikipedia.pdf; word2vec.pdf,33.827,True,True,
A10,answerable,answer,Why does the transformer need positional encoding?,RAG on,The provided documents do not contain this information.,refused,True,model_judgement,0.3947,transformer.pdf; transformer.pdf; transformer.pdf; transformer.pdf; bert.pdf; transformer.pdf; transformer.pdf; transformer.pdf; Large language model.pdf; transformer.pdf,25.881,False,,
A11,answerable,answer,How is the accuracy of speech recognition systems usually measured?,RAG on,The accuracy of speech recognition systems is usually rated with word error rate (WER).,answered,False,,0.2864,Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf,40.071,True,True,
A12,answerable,answer,What dataset is used for sentiment analysis in the Dive into Deep Learning chapter?,RAG on,"Stanford's large movie review dataset, specifically downloaded from IMDb.",answered,False,,0.3741,README.md; sentiment-analysis-and-dataset.pdf; sentiment-analysis-and-dataset.pdf; sentiment-analysis-and-dataset.pdf; sentiment-analysis-and-dataset.pdf; sentiment-analysis-and-dataset.pdf; sentiment-analysis-and-dataset.pdf; bert.pdf; Large language model.pdf; sentiment-analysis-and-dataset.pdf,26.375,True,True,
A13,answerable,answer,When was GPT-4 released?,RAG on,"According to the context, GPT-4 was released in March 2023, and it was integrated by Microsoft into Bing Chat in February 2023.",answered,False,,0.2871,GPT-4.pdf; GPT-4.pdf; GPT-4.pdf; GPT-4.pdf; GPT-4.pdf; Large language model.pdf; GPT-4.pdf; GPT-4.pdf; GPT-4.pdf; GPT-4.pdf,52.082,True,True,
A14,answerable,answer,What is retrieval-augmented generation?,RAG on,"Retrieval-augmented generation (RAG) is a technique that enables large language models (LLMs) to retrieve and incorporate new information from external data sources. With RAG, LLMs first refer to a specified set of documents, then respond to user queries. These documents supplement information from the LLM's pre-existing training data, allowing LLMs to use domain-specific and/or updated information that is not available in the training data.",answered,False,,0.3211,Retrieval-augmented generation.pdf; Retrieval-augmented generation.pdf; Retrieval-augmented generation.pdf; Large language model.pdf; Retrieval-augmented generation.pdf; Large language model.pdf; Retrieval-augmented generation.pdf; Retrieval-augmented generation.pdf; Retrieval-augmented generation.pdf; Large language model.pdf,55.509,True,True,
A15,answerable,answer,What is perplexity and how is it used to evaluate a language model?,RAG on,"Perplexity measures the performance of a language model by calculating how well it predicts the contents of a dataset. It is defined as the exponential of the average negative log likelihood per token, with lower perplexity indicating better performance. Perplexity can be thought of as the reciprocal of the geometric mean of the number of real choices that we have when deciding which token to pick next.  Perplexity is used to evaluate a language model in several ways:  1. **Best case scenario**: If the model always perfectly estimates the probability of the target token, its perplexity is 1. 2. **Worst case scenario**: If the model always predicts the probability of the target token as 0, its perplexity is positive infinity. 3. **Baseline**: If the model predicts a uniform distribution over all available tokens, its perplexity equals the number of unique tokens in the vocabulary.  A good language model should have a low perplexity, indicating that it can accurately predict the next token in a sequence. Perplexity provides a non-trivial upper bound on the performance of a language model, and any useful model must beat this baseline.",answered,False,,0.1612,Large language model.pdf; language-model.pdf; Large language model.pdf; language-model.pdf; language-model.pdf; language-model.pdf; language-model.pdf; Large language model.pdf; Large language model.pdf; Large language model.pdf,58.427,True,True,
B01,out_of_corpus,refuse,What is the capital of Brazil?,RAG on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7934,,0.044,True,n/a,
B02,out_of_corpus,refuse,Who won the 2018 FIFA World Cup?,RAG on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7381,,0.042,True,n/a,
B03,out_of_corpus,refuse,What is the boiling point of water in Fahrenheit?,RAG on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6363,,0.036,True,n/a,
B04,out_of_corpus,refuse,How tall is Mount Kilimanjaro?,RAG on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7964,,0.023,True,n/a,
B05,out_of_corpus,refuse,What year was the Eiffel Tower completed?,RAG on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7863,,0.033,True,n/a,
B06,out_of_corpus,refuse,What is the currency of Japan?,RAG on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7847,,0.01,True,n/a,
B07,out_of_corpus,refuse,Who wrote the novel Wuthering Heights?,RAG on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.739,,0.013,True,n/a,
B08,out_of_corpus,refuse,What is the chemical symbol for tungsten?,RAG on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7181,,0.011,True,n/a,
B09,out_of_corpus,refuse,How many time zones does Russia have?,RAG on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6824,,0.01,True,n/a,
B10,out_of_corpus,refuse,What is the population of Singapore?,RAG on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7691,,0.01,True,n/a,
B11,out_of_corpus,refuse,Who is the chief executive of Google?,RAG on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5359,,0.01,True,n/a,
B12,out_of_corpus,refuse,What is the world record for the men's 100 metre sprint?,RAG on,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7149,,0.011,True,n/a,
C01,related_unanswerable,refuse,Which Python library should I use to implement a CYK parser?,RAG on,The provided documents do not contain this information.,refused,True,model_judgement,0.3414,CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf; CYK algorithm.pdf,37.293,True,n/a,
C02,related_unanswerable,refuse,What learning rate should I use when training a word2vec model?,RAG on,The provided documents do not contain this information.,refused,True,model_judgement,0.3785,Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; word2vec.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf; Word2Vec - Wikipedia.pdf,32.401,True,n/a,
C03,related_unanswerable,refuse,What word error rate does OpenAI's Whisper model achieve on LibriSpeech?,RAG on,The provided documents do not contain this information.,refused,True,model_judgement,0.4662,Speech recognition.pdf; Speech recognition.pdf; Speech recognition.pdf; Large language model.pdf; Large language model.pdf; Large language model.pdf; Large language model.pdf; Speech recognition.pdf; Speech recognition.pdf; Large language model.pdf,39.576,True,n/a,
